,id,elapsed_time,total_time,remaining_time,XG_2000,RF_50,LM_pred,Lasso
898,118,161400,459900,298500,318310.78125,314908.8,518397.537781,813185.384292
1614,66,1480260,4817700,3337440,3253376.5,3348734.4,4010963.33643,3597743.34848
7212,4,1326000,1326000,0,0.0,23462.4,19679.1268921,41385.1086178
5997,76,5042220,7552500,2510280,2512218.0,2512023.6,2185379.67828,2405127.32282
2053,83,1341780,1818000,476220,477505.03125,473799.6,608090.237244,506089.754706
7472,75,5740260,6135000,394740,346255.0,288600.0,420518.681824,225023.004055
7511,219,2598480,3797940,1199460,1228032.25,1202917.2,1624934.00903,1408589.35663
1020,131,171240,6825900,6654660,6394339.0,6207064.8,3938940.26166,3807826.84706
1075,106,997200,1023180,25980,0.0,35514.0,160897.680481,-74150.1791433
1404,130,94740,3083940,2989200,2990486.0,3030597.6,2001711.48767,3314299.15438
6183,31,38520,1374660,1336140,1336211.375,1359334.8,1312248.24164,845953.69329
1801,79,1604340,4151700,2547360,2560639.25,2523048.0,6733014776.25,2117062.06584
5682,142,4656540,7299960,2643420,2637604.0,2641358.4,12184803220.6,2792389.01724
2949,84,2489820,3714840,1225020,1178811.5,1203861.6,1376580.00409,1571945.39433
686,80,144900,338580,193680,120340.570312,822026.4,1634269.92206,2149331.31969
531,93,443280,1242300,799020,997091.5625,1549912.8,0.0,2738808.19349
1876,63,443160,6232860,5789700,5804636.5,5785047.6,5671276.59503,6049722.96058
2092,119,468960,2742780,2273820,2094710.125,1658971.2,1772900.70538,1909962.09796
4244,135,3215280,5649480,2434200,2433893.0,2435422.8,0.0,2541287.48868
2942,50,4500,35220,30720,25356.4550781,104068.8,42731.7426147,298082.697362
8099,30,111420,604800,493380,429518.9375,451936.8,1523132.271,1100506.26888
6453,155,2475300,3225180,749880,725053.4375,736443.6,659053.654297,844064.094675
4161,163,116040,548880,432840,706187.3125,549115.2,357212.348816,342764.99472
8251,13,1929000,2525940,596940,583910.6875,583471.2,177474.321472,277294.497067
7078,167,124080,534900,410820,466847.9375,458096.4,339567.353882,622977.677316
4485,199,742740,975720,232980,237678.515625,218876.4,0.0,22052.3345001
3771,203,865260,1897500,1032240,1045070.75,1027120.8,0.0,1073096.44892
524,142,279360,7299960,7020600,7390705.0,6957692.4,6375999.42328,5864253.44247
2013,102,86640,3198240,3111600,3260426.0,3002692.8,4603021.4906,3694023.96538
7960,11,1451340,1777560,326220,321419.03125,325058.4,401229.085083,731772.592341
9036,42,946680,953340,6660,54607.5585938,133798.8,265313.877869,371292.114952
3322,198,34500,708660,674160,694100.625,664130.4,688780.793762,1136406.21911
8001,18,1386960,1779540,392580,393759.75,409112.4,22473406711.2,275657.999285
5794,169,808260,2190660,1382400,1273718.75,1324146.0,951202.406067,1454543.30932
8373,212,49860,204240,154380,134165.96875,190669.2,0.0,-343597.274035
4998,71,3585120,3996240,411120,421226.59375,409822.8,0.0,301139.305765
7865,13,1674120,2525940,851820,845717.25,830710.8,982840.571716,850280.199021
7094,167,129840,534900,405060,385307.625,405016.8,0.0,179008.940879
8335,209,1075080,1091400,16320,33958.6484375,20522.4,1249699.96143,848911.782808
6148,26,9840,2036760,2026920,2225818.5,2123640.0,2542322.00128,2003278.8018
3559,137,159540,243720,84180,0.0,218092.8,0.0,-395441.645523
3334,130,1840140,3083940,1243800,1200665.375,1236778.8,296243.375,742758.862528
3807,98,3258180,7319880,4061700,4054319.0,4021159.2,18993833802.4,4168819.8072
8809,160,1422240,1564260,142020,136583.828125,135496.8,337427.36322,317367.508011
5720,57,168780,2756640,2587860,2607456.25,2363100.0,3015644.81726,2468413.12146
4229,107,1355400,4991760,3636360,3687327.75,3619195.2,4351248.69006,3920124.49137
2909,67,2612640,3120480,507840,519196.4375,494322.0,135051.24939,925187.672453
8363,212,42900,204240,161340,378198.21875,234904.8,0.0,-207143.942272
923,76,754920,7552500,6797580,6782925.0,6795618.0,7348467.98364,7038043.0722
4411,71,3123960,3996240,872280,987300.8125,928954.8,0.0,1228526.75537
4657,63,2803020,6232860,3429840,3370777.75,3405394.8,2576908.04193,3451867.38455
1763,56,1149240,6361440,5212200,5132151.0,4255458.0,4607955.12085,4092155.45438
5658,213,1368780,3206820,1838040,1886203.0,1864524.0,1543437.93469,1967059.53161
433,87,423000,1090800,667800,853586.1875,976981.2,1838001.81891,2394768.7116
1343,1,14340,1447140,1432800,2286521.0,2476242.0,0.0,1725016.91349
3963,203,1121640,1897500,775860,781282.75,829288.8,0.0,594873.639121
4890,107,1871880,4991760,3119880,3094094.5,3059354.4,3692898.31805,3269165.90966
5295,113,3188460,3646740,458280,484964.0,377912.4,722372.814331,939248.458999
5556,98,4590180,7319880,2729700,2738660.5,2726822.4,2448279.63892,2763279.93489
5454,169,602880,2190660,1587780,1509603.75,1578002.4,0.0,1457622.61674
6490,172,169200,1443960,1274760,1353033.25,1143104.4,716511.019043,745338.434796
4114,96,1897500,2123400,225900,298561.59375,247962.0,544952.301514,288714.163736
3347,72,2385960,2385960,0,0.0,31560.0,0.0,-60429.6460554
6310,141,5330820,7406100,2075280,1927023.5,2003101.2,8818228374.1,2448997.4005
1577,82,921360,2195880,1274520,1210700.5,1429413.6,722915.666382,1609823.68677
6260,26,93660,2036760,1943100,1969012.25,1954910.4,2604371.75439,2445335.1091
7509,157,1993260,1993260,0,132483.53125,99858.0,574442.541321,-69112.9950821
4299,133,2530500,6181200,3650700,3600127.0,3675242.4,3693479.02246,3849520.03599
5119,141,4264200,7406100,3141900,3141629.25,3142032.0,2903097.17572,3069301.42734
9078,9,18660,18660,0,737493.9375,1397032.8,2452144.93201,1958505.5117
5795,103,4669020,4719960,50940,57344.21875,56031.6,0.0,184479.264301
5492,19,406860,608940,202080,403426.5,439444.8,1555589.84747,695841.227085
4477,199,739020,975720,236700,220959.015625,228280.8,173437.851074,17831.5955339
2777,92,127320,613860,486540,496404.40625,760813.2,1414847712.11,519956.708316
8310,26,1805160,2036760,231600,231023.34375,205530.0,778870.246765,214018.571678
1970,133,551760,6181200,5629440,5627915.0,5522726.4,6038725.81238,5164252.81575
6729,5,242700,748200,505500,559149.3125,561664.8,415176.586792,375847.826473
3128,151,295980,3643800,3347820,3293475.75,2503278.0,1448419.04022,1531744.9244
7965,6,123120,133560,10440,304785.6875,251414.4,1711479.39294,1414944.42232
5167,157,59160,1993260,1934100,1852282.875,1749466.8,860749.652832,834071.667062
6553,64,5032200,6845160,1812960,1794801.5,1706829.6,1799075.13641,1750735.70648
8999,206,1998360,2086740,88380,18718.1601562,73387.2,0.0,33165.2358247
1619,145,68580,586680,518100,524292.0625,822537.6,1361850.73553,1556737.59995
3409,137,64320,243720,179400,180039.359375,278644.8,306245.494995,455802.775405
8867,188,4321560,4327560,6000,69636.453125,30103.2,0.0,19425.4753685
7649,63,5228700,6232860,1004160,988914.5,990560.4,317646977.449,546917.738792
1679,110,1466700,5579400,4112700,4125257.5,4121206.8,3893514.92114,3545990.61656
1235,117,30180,1144740,1114560,1512357.5,1247434.8,3105021.92999,1916177.43638
7623,15,887340,1822860,935520,917507.5,923215.2,1166522.44263,978887.404293
2315,83,1527060,1818000,290940,307985.78125,293944.8,0.0,285038.040579
4899,142,4041360,7299960,3258600,3249220.0,3234886.8,3262614.96094,3278778.10204
9022,36,42960,129360,86400,127842.0,552840.0,929720.59436,1187141.22602
5798,63,3618840,6232860,2614020,2663113.75,2617192.8,0.0,2858915.29514
2832,158,260280,2044680,1784400,2129798.5,2113045.2,1648866.22571,2125437.11626
3012,67,2683020,3120480,437460,344304.625,416857.2,167934.311035,709165.001637
954,144,239400,1807260,1567860,1515958.0,1434564.0,2539655.75238,2202284.80739
5814,63,3638520,6232860,2594340,2587655.75,2610422.4,0.0,2813043.08851
8613,30,570420,604800,34380,87912.8828125,52624.8,548956.636963,-254272.405057
8619,196,3052500,3281700,229200,227871.875,223521.6,0.0,260974.591806
8300,14,1067700,1327560,259860,276340.46875,224151.6,668955.406799,380444.652059
8759,152,3680160,3766500,86340,72420.125,164282.4,0.0,250151.96089
7523,176,1206240,1462860,256620,190939.609375,331099.2,309886.665527,-414833.713622
3598,111,3266400,3974400,708000,688224.8125,701594.4,0.0,389175.988926
2256,108,844140,3191940,2347800,2377835.25,2347929.6,2372327.84747,2629099.04765
1143,83,571380,1818000,1246620,1197223.0,1119583.2,1779319.05328,1281137.59757
902,144,182040,1807260,1625220,1633073.875,1598188.8,1705432.20856,1657730.79184
4027,203,1153500,1897500,744000,731655.375,742120.8,865078.982727,665242.942285
3661,61,3322140,6225300,2903160,2888786.25,2887971.6,3327620.8689,2963503.85291
2230,108,808500,3191940,2383440,2369648.5,2366184.0,2665565.52869,2467190.0074
5446,107,2336520,4991760,2655240,2663607.5,2373103.2,2758555.86005,2673158.65893
8661,63,6030540,6232860,202320,198435.296875,192652.8,97735795.1946,290955.250249
5359,210,94920,1118160,1023240,1217538.375,1093082.4,262864.787598,513017.396131
6297,31,125100,1374660,1249560,1241399.625,1227120.0,1449948.72638,1626593.03084
8716,65,7372800,7544400,171600,127039.609375,81486.0,85674.7922974,42602.0160074
3158,173,445680,3215700,2770020,2782426.5,2768380.8,3131039.53986,2517353.27272
5236,180,1194840,3322080,2127240,2159451.0,2052696.0,1477697.08148,2037027.52142
4737,186,328380,3636240,3307860,3439691.5,3173863.2,3811617.05426,2930502.34365
2943,96,828300,2123400,1295100,1297345.875,1303569.6,1328339.99963,1232812.38552
5232,20,35160,39660,4500,867049.6875,744138.0,3333642965.88,1196614.70359
5827,220,147660,2714040,2566380,2472936.5,2401316.4,2400475.00781,2501995.02054
7019,18,631500,1779540,1148040,1146229.375,1150548.0,1237854.00354,1193912.50515
8192,14,852000,1327560,475560,619881.5625,441806.4,0.0,593929.06352
6066,204,129300,2567700,2438400,2413221.5,2439644.4,3005762.52051,3147088.69021
850,103,459540,4719960,4260420,3761173.75,3814717.2,4914533.34845,3958429.38437
3197,173,465660,3215700,2750040,2746609.5,2750125.2,2095722.21576,2649761.56146
1593,142,1194360,7299960,6105600,6041372.5,6122840.4,4888401.6767,5904038.09154
2733,165,44940,1262880,1217940,1271379.125,1128901.2,0.0,804033.285356
7617,15,884820,1822860,938040,936660.75,904066.8,79466.005249,575991.861177
4577,213,563280,3206820,2643540,2668005.75,2652022.8,3166824.7594,2963826.36211
3540,84,3033540,3714840,681300,686932.0,677611.2,180100.85675,672117.081456
1316,60,1118400,7401300,6282900,5530608.5,5190367.2,5370626.71063,4664098.86466
4796,142,3985980,7299960,3313980,3241890.75,3213459.6,2676902.34308,3286370.50938
905,144,182400,1807260,1624860,1710409.25,1574344.8,1375293.32013,1554212.35216
2457,156,423780,2639280,2215500,2415459.5,2245734.0,2825190.21997,3218723.46422
6830,204,923040,2567700,1644660,1563255.125,1629472.8,2206931.04431,1984487.79106
2495,144,1740300,1807260,66960,78982.6640625,68119.2,0.0,355546.458386
1711,82,1028880,2195880,1167000,1051931.5,1826635.2,1323591.6225,1648278.27154
7744,8,361680,615060,253380,249569.328125,215583.6,0.0,-528151.112827
6609,208,73140,1620480,1547340,1941297.25,1562942.4,2560945.06873,2061371.12015
8150,13,1843320,2525940,682620,671234.5625,680484.0,0.0,917817.470902
1526,122,547200,861720,314520,310309.78125,308614.8,0.0,261587.502866
5422,98,4510980,7319880,2808900,2855766.0,2860467.6,3042171.81641,3028839.07156
8725,37,557220,736020,178800,147342.328125,172257.6,0.0,126119.716942
7043,195,120120,393120,273000,342908.3125,372447.6,0.0,303981.833886
8863,13,2426460,2525940,99480,106768.117188,101485.2,0.0,33683.259907
4699,71,3408480,3996240,587760,588079.3125,589663.2,29349819739.8,617464.555982
6014,13,31680,2525940,2494260,2422908.0,2271942.0,1574245.66168,1074902.63806
2629,98,2181180,7319880,5138700,5143564.0,5141434.8,5426992.94354,5261369.85522
3621,188,76500,4327560,4251060,3731736.5,2595896.4,1924825.8692,1968415.91465
3690,116,117660,786600,668940,768287.5625,771140.4,1457188.00641,1352416.54456
7731,13,1586400,2525940,939540,900235.4375,937244.4,564718.279663,1040382.98041
3893,71,2800980,3996240,1195260,1175477.75,1168059.6,2810381.67059,1071119.13222
3391,155,11580,3225180,3213600,2556255.5,2930523.6,1219281.64264,1581120.31665
3595,116,47760,786600,738840,813109.8125,689967.6,704947.991638,872169.574429
25,111,46800,3974400,3927600,3857550.5,3752766.0,2636081.80994,3205939.36015
1501,146,1351020,6670800,5319780,5285457.0,5317716.0,4635317.72455,4942713.40481
5629,146,4852800,6670800,1818000,1741976.625,1904146.8,18992051472.8,1922193.44796
1160,76,1095840,7552500,6456660,6458599.0,6456860.4,7328946.73541,6231970.10966
6421,155,2451660,3225180,773520,782695.6875,788095.2,886711.716431,423868.101241
5395,146,4708680,6670800,1962120,1960834.625,1965351.6,1764120.21521,1984272.7237
938,62,13920,3674460,3660540,3767829.5,3681781.2,5791130.79413,5202730.45908
3256,161,597300,1955580,1358280,1339745.125,1087035.6,815169.496033,1524435.76596
7367,167,276600,534900,258300,276203.28125,256840.8,404274.087219,172496.85081
5661,57,137760,2756640,2618880,2685582.25,2588054.4,2931549.78998,2519225.24978
3167,23,904920,1894920,990000,971383.875,964704.0,1978288.33038,1261454.46074
3370,173,600060,3215700,2615640,2588383.0,2623693.2,1762561.78992,1678937.32403
8577,159,2476980,2480580,3600,0.0,68065.2,0.0,-1282772.38593
2783,98,2306040,7319880,5013840,4958199.5,4853565.6,4890873.3175,4975445.29353
4578,47,0,31200,31200,144353.671875,586070.4,1443657.11432,1329018.57166
3052,201,53040,1645440,1592400,1596351.5,1680819.6,2745003.56177,2098724.94581
5457,24,17340,1547520,1530180,1756939.375,1799377.2,2096436.13403,1430625.5286
6390,218,1922100,1974480,52380,89362.78125,262166.4,0.0,-561825.441534
1604,104,592500,935100,342600,375025.40625,649365.6,1904962746.68,419533.828524
7692,220,1788840,2714040,925200,902335.1875,932703.6,1503686.47571,711851.31619
6174,63,4024620,6232860,2208240,2205650.0,2207142.0,29901808.9086,2258338.62918
263,138,251280,1785600,1534320,1435736.75,1444791.6,2174197.43408,2293940.03976
5570,142,4575780,7299960,2724180,2682285.5,2645757.6,0.0,2953884.4026
111,120,105240,576000,470760,512076.28125,1138366.8,2421850.79889,1937624.64942
7514,176,1201740,1462860,261120,237288.40625,240139.2,11081.9017944,-425520.422048
5832,102,3198240,3198240,0,0.0,334189.2,83029.2600098,307564.372603
4336,168,4140,438000,433860,2056853.625,1918826.4,1413724.12036,1603405.52476
2869,67,2600340,3120480,520140,473423.34375,523934.4,30642.2492065,788170.865797
3461,137,78120,243720,165600,241421.578125,241524.0,460535.095154,311110.8101
641,100,449640,919500,469860,461297.71875,623175.6,1841701.04584,1570021.91963
49,146,3180,6670800,6667620,7140908.5,6165604.8,3588086.7821,3645981.91055
6622,13,616920,2525940,1909020,1805442.5,1839814.8,1977066.51752,1686317.02317
7554,188,3343200,4327560,984360,1027147.625,1063418.4,170975.78772,762938.965841
5300,134,3203400,3656580,453180,446396.4375,477996.0,705966.285583,306433.078307
3140,156,1028100,2639280,1611180,1534850.5,1628043.6,1369108.71442,1515001.8263
7130,213,2601360,3206820,605460,618959.5625,610809.6,0.0,618456.267135
8020,63,5483340,6232860,749520,735069.3125,740565.6,0.0,769097.303045
506,60,373020,7401300,7028280,6948217.5,5660132.4,932100.549988,4417285.5529
1100,106,1023180,1023180,0,48406.6835938,137359.2,333935.77771,-148878.713169
67,146,39600,6670800,6631200,6299224.5,6331214.4,5003775.78033,4389969.76311
7401,27,118260,402780,284520,417307.71875,312963.6,1142273.27747,1277661.00295
8567,139,84360,273900,189540,198709.6875,141802.8,0.0,-135303.366302
5671,193,79800,187200,107400,894726.25,1319464.8,0.0,-212044.497593
1140,104,266520,935100,668580,708820.5625,1388007.6,3426897.66064,4067687.36656
2253,77,950700,3257040,2306340,2369156.0,2540820.0,3094766.20477,2586870.9749
7980,25,1333860,1951380,617520,617899.75,595180.8,0.0,530684.439879
5179,20,0,39660,39660,0.0,241441.2,1413732.21942,1122347.47222
6710,174,663360,1300440,637080,633526.5,610514.4,603091.536743,266408.960052
2854,108,1373460,3191940,1818480,1815092.75,1802457.6,0.0,1851512.4414
7348,178,31740,904200,872460,862768.4375,878930.4,250100.069946,419819.578609
4898,107,1873200,4991760,3118560,3130481.25,3068578.8,3880616.54138,3156300.82839
7152,213,2609340,3206820,597480,589559.625,596010.0,867572.604858,662643.123502
4295,63,2468100,6232860,3764760,3814138.25,3640990.8,0.0,3812948.73284
6539,61,5671200,6225300,554100,669102.9375,586843.2,9874050257.94,813286.885729
2823,108,1361340,3191940,1830600,1858052.375,1874034.0,1626870.2287,1840915.17012
3237,192,298200,4648740,4350540,4363495.0,4348081.2,4314072.5769,3780129.74052
6165,131,4611060,6825900,2214840,2248515.0,2120144.4,2076592.86029,2167880.04145
4164,153,1413360,1618560,205200,210723.59375,208760.4,488930.804626,1277647.46249
4666,186,271620,3636240,3364620,3491051.25,3256656.0,3503354.68695,2989804.01721
7139,220,1297440,2714040,1416600,1415399.5,1418172.0,1968029.18555,1647121.1526
7113,167,134220,534900,400680,418697.1875,400747.2,52657.3001099,287498.434938
5607,159,0,2480580,2480580,1485989.125,1718638.8,1412390.04126,1395685.2529
7823,131,5966700,6825900,859200,854802.5,857694.0,1052385.94562,1056067.24204
1980,56,1296000,6361440,5065440,4468108.5,4933203.6,4429312.87714,3609375.33843
6687,204,681900,2567700,1885800,1786203.0,1879741.2,1846675.04486,2080435.35263
387,128,346140,346200,60,400824.9375,423331.2,0.0,-479476.962317
6768,46,1869420,2027040,157620,164911.078125,197834.4,439095.46637,-21084.8960634
7169,14,68400,1327560,1259160,1245504.5,1171311.6,2320921755.38,1136858.54764
2088,102,121980,3198240,3076260,3086929.75,3102114.0,3383506.78625,3174209.51349
7237,14,121680,1327560,1205880,1203196.5,1117998.0,0.0,1171239.67689
2824,0,205380,1560960,1355580,2583667.25,2673606.0,2264019.69177,2263300.28568
642,124,543720,754200,210480,262597.5625,289380.0,0.0,-1243301.64326
1169,105,1083660,1314480,230820,428415.03125,259453.2,67047.6262207,-329148.42262
8447,196,2944080,3281700,337620,358894.9375,346768.8,1457774.27472,308052.672748
8042,183,285000,445560,160560,45972.2890625,171782.4,0.0,-279431.537657
4509,71,3191760,3996240,804480,821210.9375,798931.2,0.0,985710.828497
8257,3,841980,1055580,213600,284323.28125,134288.4,0.0,-285301.210453
3439,155,26700,3225180,3198480,3048901.0,3109604.4,2562976.27515,3009872.0913
5507,24,47940,1547520,1499580,1420381.0,1460061.6,2668394.03406,2864641.78386
3037,114,145380,1201080,1055700,1070726.75,1373121.6,2993690.01886,2313985.08027
4835,142,4003080,7299960,3296880,3296174.5,3298257.6,12744110749.4,3241112.13731
2589,130,1179900,3083940,1904040,2324963.0,1785802.8,552163.717896,1534543.70708
70,68,111600,262800,151200,394452.59375,531254.4,3006635.80835,2650210.37939
7908,220,1914420,2714040,799620,846773.875,803167.2,241747.603394,438172.197942
6842,5,441540,748200,306660,308206.875,327344.4,0.0,278190.480722
1328,72,599160,2385960,1786800,1669809.5,1681498.8,3210674.78693,2418323.952
4862,168,434400,438000,3600,3025.30175781,47798.4,389231.766907,512622.654681
3853,116,358200,786600,428400,380776.5625,444326.4,682675.039673,739173.329473
3912,71,2821680,3996240,1174560,1277606.375,1238931.6,0.0,1394772.86806
2181,94,201000,534480,333480,330534.34375,420043.2,630205.85321,1519991.89793
4483,199,742260,975720,233460,241022.578125,223010.4,195393.052734,22257.8913886
2397,156,281280,2639280,2358000,2232738.0,2415439.2,2027845.4024,3099445.8114
7192,219,2383320,3797940,1414620,1379590.125,1403136.0,1991160.77124,1561165.38893
3048,192,13980,4648740,4634760,4751439.0,4593036.0,4018688.3797,3639095.97889
3449,96,1310940,2123400,812460,777827.75,826717.2,815658.618469,871991.480273
2831,63,1229280,6232860,5003580,5031856.0,5009125.2,0.0,4834067.20159
8051,211,38340,87180,48840,273031.96875,236629.2,0.0,161428.616177
2499,102,549840,3198240,2648400,2669319.0,2239380.0,2834740.69604,2495438.61784
6107,162,2727960,4836120,2108160,2060329.75,2138900.4,2114764.36829,2535937.39616
5517,10,0,979740,979740,1676529.625,1444539.6,2641998.10571,1754128.47774
3036,162,116100,4836120,4720020,4666197.0,4700530.8,4677607.58276,3959636.90869
5320,63,3184920,6232860,3047940,3000713.5,3077239.2,2273744.66235,2960424.65777
6903,18,569340,1779540,1210200,1207846.375,1192536.0,1705595.82111,1278269.99685
1161,72,454260,2385960,1931700,1922661.25,1804590.0,15346033220.6,2454391.4696
7384,178,61800,904200,842400,743192.0625,851935.2,0.0,-443039.277483
3454,114,563100,1201080,637980,561030.625,627571.2,1674211.98029,765193.044928
701,124,603000,754200,151200,204992.296875,265873.2,905657.398376,754749.339657
4854,110,4233600,5579400,1345800,1273441.375,1309434.0,1452054.02362,1475628.62851
456,106,430440,1023180,592740,390468.1875,1450749.6,2319845.11145,976850.558565
3296,92,613680,613860,180,10506.5742188,246819.6,0.0,152386.129407
2731,135,1920540,5649480,3728940,3581629.5,3679476.0,3757359.70563,3567493.56996
8769,13,2365560,2525940,160380,343181.8125,279942.0,1373518.02399,307129.195815
2646,156,533160,2639280,2106120,1991713.375,2146116.0,1630486.5069,1842407.85954
8763,25,1951380,1951380,0,1258922.875,170973.6,1397735.2052,1231630.02316
3869,198,541440,708660,167220,122029.492188,195902.4,0.0,30015.1172352
4909,90,89280,1532940,1443660,1418382.625,1392727.2,1359611.33124,1165668.67413
5975,10,267000,979740,712740,660690.9375,708488.4,907854.82373,464027.168517
9030,206,2020140,2086740,66600,20675.9277344,70294.8,321880.346375,441479.769638
157,110,90900,5579400,5488500,5571525.0,4966185.6,4775682.96234,4135349.12282
5948,204,12420,2567700,2555280,1732958.625,2227478.4,2162922.29199,1530388.89687
7595,27,379140,402780,23640,20531.078125,28392.0,19271.4415894,430781.296294
1623,110,1425420,5579400,4153980,4119679.0,4155642.0,3031687.81903,3160781.55985
202,128,178740,346200,167460,165087.8125,357772.8,0.0,247070.369051
8347,224,260880,648060,387180,472678.90625,317068.8,0.0,-333764.291692
4467,186,16800,3636240,3619440,3769527.5,3044121.6,1361512.4281,1395410.06248
4373,215,1445460,1851720,406260,433235.40625,373383.6,1167155.76654,4378.87644784
144,106,45660,1023180,977520,1050565.25,1084101.6,1826650047.13,1757625.23968
94,111,119820,3974400,3854580,3632358.25,3873708.0,4318139.67993,3835595.39445
6176,210,889860,1118160,228300,251536.359375,241742.4,235810.582214,-56487.7991604
4339,203,1351500,1897500,546000,378183.21875,511485.6,4039556506.95,380744.688185
5281,214,8460,341760,333300,639958.6875,863048.4,0.0,-460848.107241
3364,130,1866780,3083940,1217160,1213569.625,1222148.4,654298.536682,890048.280396
8617,37,493200,736020,242820,217537.40625,239792.4,314728.345459,390072.263825
2921,84,2467980,3714840,1246860,1234155.125,1199510.4,2059244.42413,1829364.04494
8923,219,3737340,3797940,60600,31352.1484375,67093.2,458788.971375,158284.11872
2805,114,13080,1201080,1188000,1184809.625,1374421.2,2085444.31494,1908071.24483
1321,140,1110600,1300140,189540,202288.46875,303499.2,1099006.04004,1192730.44765
7283,204,1187700,2567700,1380000,1190543.75,1177546.8,1058610.37311,1360368.75039
8765,13,2362680,2525940,163260,331616.28125,284793.6,765123.329895,384364.499528
7946,185,441420,441420,0,0.0,44523.6,48740.0666504,-68439.4800451
1044,131,190980,6825900,6634920,6759449.0,6437629.2,3719471.03699,4026380.77647
1340,117,115560,1144740,1029180,959877.375,1164438.0,3641806.75452,2252392.39416
622,88,73800,555360,481560,754208.6875,2272406.4,1963974.08704,1899430.40789
6005,13,22260,2525940,2503680,2185176.0,2095419.6,1224468.09357,980117.287454
5962,204,20280,2567700,2547420,2260976.25,2500338.0,2874959.97211,2787215.97818
967,144,245400,1807260,1561860,1165083.375,1455978.0,2431999.46454,2060553.69078
1165,72,459840,2385960,1926120,1763060.375,1852098.0,943430.090942,1693893.55269
6678,57,946740,2756640,1809900,1907386.75,1875702.0,0.0,1712324.1486
515,91,278940,1030200,751260,749121.8125,739358.4,738316.967407,1293470.05707
1958,98,1593660,7319880,5726220,5650923.0,5510744.4,4980111.26605,5199110.25769
6712,75,5134320,6135000,1000680,998724.625,971214.0,1003758.04028,994114.399086
7862,185,397440,441420,43980,38887.9453125,49471.2,103395.742126,-9031.81420063
7890,28,32400,493260,460860,491744.59375,465064.8,522484.693542,1072344.15972
1419,113,12180,3646740,3634560,4635468.5,4119903.6,3543668.26477,2968603.80227
4826,156,2354280,2639280,285000,287429.5,283353.6,0.0,295988.997873
2897,161,197520,1955580,1758060,1759058.125,1701111.6,1692578.71057,1960771.85169
8971,160,1515960,1564260,48300,65316.6484375,45248.4,0.0,66673.6309456
591,127,20520,599940,579420,568857.9375,623900.4,1102976.46277,1636483.33871
679,83,86400,1818000,1731600,2065686.375,1426378.8,1301331.64227,1893454.73744
1918,134,507120,3656580,3149460,3074696.75,3108626.4,2885363.8988,2327132.351
5383,196,418560,3281700,2863140,2864769.0,2774306.4,1639674.41571,2133658.32532
328,141,124500,7406100,7281600,7230524.5,6980726.4,5123896.92676,5255186.68066
5149,131,3666420,6825900,3159480,3040228.0,3166030.8,2739817.22516,3025193.06078
8738,220,2575800,2714040,138240,131387.546875,130002.0,178436.416809,101324.118373
4253,163,185820,548880,363060,410162.375,366279.6,749357.99939,495709.882006
544,84,395160,3714840,3319680,3579913.25,3257442.0,4859463.13623,4561951.77654
7168,135,5573280,5649480,76200,72346.96875,84624.0,0.0,364558.341635
6263,63,4095060,6232860,2137800,2135552.5,2135846.4,201767907.999,2240064.16295
4944,125,3792060,3969060,177000,336616.03125,202693.2,15494363366.4,746644.141487
8028,209,748800,1091400,342600,325478.0,312451.2,1273009.67358,1460219.65902
9061,76,7550700,7552500,1800,0.0,1632.0,92997.5668335,122835.585509
7788,63,5342940,6232860,889920,884023.3125,888294.0,146790988.292,839662.11881
6894,18,558000,1779540,1221540,1242598.5,1202743.2,1445160.52911,1043218.81111
5990,154,86400,115500,29100,419070.25,599791.2,1739567.48846,1992874.68703
3899,141,3416580,7406100,3989520,3985381.0,3990388.8,3951652.00977,3894073.41091
5421,63,3398940,6232860,2833920,2810773.0,2831868.0,3502418.47614,2984989.29822
1081,88,555360,555360,0,27752.7714844,418849.2,1366194.97046,1515272.66949
606,82,68040,2195880,2127840,2126414.0,2145904.8,2507583.00562,2000478.74411
1440,63,0,6232860,6232860,5599762.0,5229250.8,3721314.22516,3382606.05794
6970,48,59040,156420,97380,108880.875,100654.8,1329194.41895,854621.460055
41,51,0,280800,280800,312475.53125,858297.6,1165532.78149,1447884.49816
2893,130,1381560,3083940,1702380,1717939.0,1692171.6,0.0,2479305.73478
3340,23,1027320,1894920,867600,864872.4375,857404.8,8011813221.47,533808.53516
4269,73,1303500,1303500,0,263427.25,289675.2,0.0,-251402.858925
5753,89,642900,1736340,1093440,918756.75,582355.2,251114.760681,470276.949133
7838,196,2429820,3281700,851880,814240.6875,847441.2,650263.340393,899978.891087
6455,155,2475600,3225180,749580,720921.5,745192.8,780668.295715,995921.192442
3182,192,245160,4648740,4403580,4347962.0,4504125.6,4402573.66327,4145069.59246
1061,86,225180,3519180,3294000,3096947.5,3308001.6,3556431.39484,3422306.86696
7156,167,156420,534900,378480,367236.125,379105.2,0.0,193675.900437
1722,135,1106880,5649480,4542600,4067230.25,3277782.0,1344452.95612,1556923.73804
6520,10,813480,979740,166260,153359.65625,171418.8,192171.140259,-64639.7738671
4839,169,101400,2190660,2089260,1930644.125,2060174.4,1910423.81848,2023256.40756
231,51,166200,280800,114600,862556.4375,622083.6,564861.751892,1114979.18609
8264,13,1962600,2525940,563340,545405.6875,540061.2,21062562453.5,382705.316893
